Reporter,Partner,Product categories,Indicator Type,Indicator,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988
Libya,World,Raw materials,Export,Export(US$ Mil),,          25551.28,,          15570.23,,,,,,          30545.49,          21980.81,          35652.52,          25485.25,,,,,,,,,,,,,,,,,,,
Libya,World,Stone and Glass,Export,Export(US$ Mil),,            811.41,,           1681.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,World,Textiles and Clothing,Export,Export(US$ Mil),,              4.06,,              3.82,,,,,,              0.45,              0.34,              6.20,              0.38,,,,,,,,,,,,,,,,,,,
Libya,World,Transportation,Export,Export(US$ Mil),,              1.81,,             15.38,,,,,,,              0.20,,,,,,,,,,,,,,,,,,,,,
Libya,World,Vegetable,Export,Export(US$ Mil),,              6.90,,              7.39,,,,,,              0.03,              0.02,              0.10,              0.52,,,,,,,,,,,,,,,,,,,
Libya,World,Wood,Export,Export(US$ Mil),,              5.98,,              5.46,,,,,,,              0.07,              0.01,              0.01,,,,,,,,,,,,,,,,,,,
Libya,World,All Products,Export,Exports (in US$ Mil),,          30040.89,,          20135.53,,,,,,          36440.41,          27255.52,          44696.44,          32503.49,,,,,,,,,,,,,,,,,,,
Libya,World,Capital goods,Import,Import(US$ Mil),,           2513.43,,           2083.82,,,,,,           7102.32,           5240.11,           3819.80,           2485.20,,,,,,,,,,,,,,,,,,,
Libya,World,Consumer goods,Import,Import(US$ Mil),,           7812.10,,           5805.91,,,,,,           5849.25,           4428.37,           3135.79,           2443.26,,,,,,,,,,,,,,,,,,,
Libya,World,Intermediate goods,Import,Import(US$ Mil),,           1558.31,,           1185.17,,,,,,           3256.92,           2359.24,           1527.10,           1384.61,,,,,,,,,,,,,,,,,,,
Libya,World,Raw materials,Import,Import(US$ Mil),,           1534.35,,           1304.93,,,,,,           1429.57,            813.02,            621.77,            415.98,,,,,,,,,,,,,,,,,,,
Libya,World,All Products,Import,Imports (in US$ Mil),,          13472.91,,          10448.76,,,,,,          17674.37,          12859.38,           9116.48,           6748.81,,,,,,,,,,,,,,,,,,,
Libya,...,...,Development,"GNI per capita, Atlas method (current US$)",   7640.00,   6800.00,   5410.00,   4550.00,   5690.00,   7610.00,  10750.00,  11550.00,   4690.00,  12380.00,  12090.00,  12200.00,  10400.00,   8600.00,   6860.00,   5140.00,   5160.00,   5170.00,,,,,,,,,,,,,,
Libya,...,...,Trade Indicator,HH Market concentration index,,      0.09,,      0.14,,,,,,      0.14,      0.16,      0.15,      0.16,,,,,,,,,,,,,,,,,,,
Libya,...,...,Trade Indicator,Index of export market penetration,,      1.25,,      1.38,,,,,,      1.59,      1.56,      1.50,      1.60,,,,,,,,,,,,,,,,,,,
Libya,...,...,Development,Trade (% of GDP),    117.47,     92.77,     89.73,     70.21,    114.25,    138.90,    135.26,    114.37,     99.62,    107.70,    102.06,    101.49,    102.22,    101.86,     90.86,     96.13,     90.61,     78.86,     43.17,     45.28,     34.80,     40.25,     48.63,     52.55,     51.59,     53.15,     59.79,     56.06,     64.60,     70.80,,
Libya,...,...,Development,Trade Balance (% of GDP),     11.27,     21.13,     10.15,    -17.94,    -34.31,    -44.87,      5.61,     34.88,     10.04,     23.51,     16.41,     43.53,     43.17,     45.26,     36.57,     31.38,     24.02,     10.68,      9.91,     17.83,      5.64,     -1.51,      4.94,      4.76,      6.76,      0.92,     -3.30,      5.12,      3.07,      8.55,,
Libya,...,...,Development,Trade in services (% of GDP),,      9.88,     12.32,     11.33,     18.47,     18.32,     13.21,      8.73,     12.76,      8.74,      8.64,      5.22,      4.05,      5.55,      6.09,      7.10,      7.76,      9.50,      3.57,      2.79,      2.91,      2.84,      2.53,      2.86,      2.37,      2.64,      4.01,      3.85,      8.73,      5.20,,
Libya,China,All Products,Export,Partner share(%)-Top 5 Export Partner,,     16.58,,      8.41,,,,,,      9.35,     11.19,,,,,,,,,,,,,,,,,,,,,
Libya,China,All Products,Import,Partner share(%)-Top 5 Import Partner,,     10.64,,     11.34,,,,,,      9.76,     12.14,     11.10,     10.06,,,,,,,,,,,,,,,,,,,
Libya,"Egypt, Arab Rep.",All Products,Import,Partner share(%)-Top 5 Import Partner,,,,,,,,,,,,,      6.80,,,,,,,,,,,,,,,,,,,
Libya,France,All Products,Export,Partner share(%)-Top 5 Export Partner,,      9.57,,      6.53,,,,,,     15.54,     12.01,      9.88,      6.39,,,,,,,,,,,,,,,,,,,
Libya,Germany,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,,,,      6.92,      8.23,     11.37,,,,,,,,,,,,,,,,,,,
Libya,Greece,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,,,      4.46,,,,,,,,,,,,,,,,,,,,,,
Libya,Italy,All Products,Export,Partner share(%)-Top 5 Export Partner,,     33.61,,     34.90,,,,,,     42.27,     34.25,     44.63,     41.02,,,,,,,,,,,,,,,,,,,
Libya,Italy,All Products,Import,Partner share(%)-Top 5 Import Partner,,     10.59,,     12.53,,,,,,      9.41,      7.21,      9.84,      8.13,,,,,,,,,,,,,,,,,,,
Libya,Japan,All Products,Import,Partner share(%)-Top 5 Import Partner,,,,,,,,,,,,,      7.06,,,,,,,,,,,,,,,,,,,
Libya,"Korea, Rep.",All Products,Import,Partner share(%)-Top 5 Import Partner,,,,      6.86,,,,,,      9.21,      9.14,      6.63,,,,,,,,,,,,,,,,,,,,
Libya,Spain,All Products,Export,Partner share(%)-Top 5 Export Partner,,     10.14,,     11.06,,,,,,      9.23,      7.74,      5.56,      5.81,,,,,,,,,,,,,,,,,,,
Libya,Spain,All Products,Import,Partner share(%)-Top 5 Import Partner,,      5.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,Turkey,All Products,Import,Partner share(%)-Top 5 Import Partner,,     11.12,,      8.67,,,,,,     10.59,      9.11,,,,,,,,,,,,,,,,,,,,,
Libya,United Arab Emirates,All Products,Export,Partner share(%)-Top 5 Export Partner,,      3.43,,      8.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,United Arab Emirates,All Products,Import,Partner share(%)-Top 5 Import Partner,,     10.73,,      8.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,United States,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,,,,,      5.84,      6.99,,,,,,,,,,,,,,,,,,,
Libya,United States,All Products,Import,Partner share(%)-Top 5 Import Partner,,,,,,,,,,,,      6.26,,,,,,,,,,,,,,,,,,,,
Libya,Unspecified,All Products,Import,Partner share(%)-Top 5 Import Partner,,,,,,,,,,     10.01,     16.56,     21.38,     12.93,,,,,,,,,,,,,,,,,,,
Libya,World,All Products,Trade Indicator,Country Growth (%),,     25.57,,     -6.25,,,,,,     13.69,    -21.58,     17.05,      5.92,,,,,,,,,,,,,,,,,,,
Libya,World,All Products,Tariff,Duty Free Tariff Lines Share (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,World,Animal,Export,Export Product share(%),,      0.13,,      0.20,,,,,,      0.00,      0.00,      0.00,      0.00,,,,,,,,,,,,,,,,,,,
Libya,World,Capital goods,Export,Export Product share(%),,      0.10,,      0.11,,,,,,,      0.00,      0.00,,,,,,,,,,,,,,,,,,,,
Libya,World,Chemicals,Export,Export Product share(%),,      0.37,,      0.45,,,,,,      1.27,      1.33,      2.22,      2.54,,,,,,,,,,,,,,,,,,,
Libya,World,Consumer goods,Export,Export Product share(%),,      8.52,,      8.91,,,,,,     14.00,     17.34,     17.24,     18.44,,,,,,,,,,,,,,,,,,,
Libya,World,Food Products,Export,Export Product share(%),,      0.00,,      0.00,,,,,,      0.00,      0.00,      0.00,      0.00,,,,,,,,,,,,,,,,,,,
Libya,World,Footwear,Export,Export Product share(%),,,,      0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,World,Fuels,Export,Export Product share(%),,     95.40,,     89.05,,,,,,     97.72,     97.89,     96.74,     96.62,,,,,,,,,,,,,,,,,,,
Libya,World,Hides and Skins,Export,Export Product share(%),,      0.02,,      0.04,,,,,,      0.00,      0.00,      0.00,      0.00,,,,,,,,,,,,,,,,,,,
Libya,World,Intermediate goods,Export,Export Product share(%),,      3.56,,      9.24,,,,,,      2.18,      2.02,      2.99,      3.15,,,,,,,,,,,,,,,,,,,
Libya,World,Mach and Elec,Export,Export Product share(%),,      0.09,,      0.07,,,,,,,      0.00,      0.00,      0.00,,,,,,,,,,,,,,,,,,,
Libya,World,Metals,Export,Export Product share(%),,      1.13,,      1.57,,,,,,      0.76,      0.45,      0.77,      0.48,,,,,,,,,,,,,,,,,,,
Libya,World,Minerals,Export,Export Product share(%),,      0.00,,      0.01,,,,,,,,,      0.00,,,,,,,,,,,,,,,,,,,
Libya,World,Miscellaneous,Export,Export Product share(%),,      0.09,,      0.08,,,,,,,,,      0.00,,,,,,,,,,,,,,,,,,,
Libya,World,Plastic or Rubber,Export,Export Product share(%),,      0.01,,      0.01,,,,,,      0.25,      0.32,      0.25,      0.35,,,,,,,,,,,,,,,,,,,
Libya,World,Raw materials,Export,Export Product share(%),,     85.06,,     77.33,,,,,,     83.82,     80.65,     79.77,     78.41,,,,,,,,,,,,,,,,,,,
Libya,World,Stone and Glass,Export,Export Product share(%),,      2.70,,      8.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,World,Textiles and Clothing,Export,Export Product share(%),,      0.01,,      0.02,,,,,,      0.00,      0.00,      0.01,      0.00,,,,,,,,,,,,,,,,,,,
Libya,World,Transportation,Export,Export Product share(%),,      0.01,,      0.08,,,,,,,      0.00,,,,,,,,,,,,,,,,,,,,,
Libya,World,Vegetable,Export,Export Product share(%),,      0.02,,      0.04,,,,,,      0.00,      0.00,      0.00,      0.00,,,,,,,,,,,,,,,,,,,
Libya,World,Wood,Export,Export Product share(%),,      0.02,,      0.03,,,,,,,      0.00,      0.00,      0.00,,,,,,,,,,,,,,,,,,,
Libya,World,Capital goods,Import,Import Product share(%),,     18.66,,     19.94,,,,,,     40.18,     40.75,     41.90,     36.82,,,,,,,,,,,,,,,,,,,
Libya,World,Consumer goods,Import,Import Product share(%),,     57.98,,     55.57,,,,,,     33.09,     34.44,     34.40,     36.20,,,,,,,,,,,,,,,,,,,
Libya,World,Intermediate goods,Import,Import Product share(%),,     11.57,,     11.34,,,,,,     18.43,     18.35,     16.75,     20.52,,,,,,,,,,,,,,,,,,,
Libya,World,Raw materials,Import,Import Product share(%),,     11.39,,     12.49,,,,,,      8.09,      6.32,      6.82,      6.16,,,,,,,,,,,,,,,,,,,
Libya,World,All Products,Tariff,Maximum Rate (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,World,All Products,Tariff,Simple Average (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,World,All Products,Tariff,Weighted Average (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,World,Capital goods,Tariff,Weighted Average (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,World,Consumer goods,Tariff,Weighted Average (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,World,Intermediate goods,Tariff,Weighted Average (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,World,Raw materials,Tariff,Weighted Average (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,World,All Products,Trade Indicator,World Growth (%),,      3.50,,     -1.24,,,,,,     10.68,    -12.27,      7.44,      7.16,,,,,,,,,,,,,,,,,,,
