Reporter,Partner,Product categories,Indicator Type,Indicator,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988
"Egypt, Arab Rep.",United States,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,           5216.35,           5526.00,           3907.56,           3803.00,           4355.90,           5198.84,           5214.72,           5276.49,           6470.10,           4961.90,           4744.22,           5673.13,           2571.84,           1603.71,           1769.76,           1351.23,           1272.95,           1684.29,           1832.17,           2088.32,           2295.78,           2073.91,           1719.82,           2608.74,           2211.08,           1615.98,,,,,,
"Egypt, Arab Rep.",Unspecified,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,,,,,,,,,,,,,,,,,           1662.30,,,,,,,,,,,,,,,
"Egypt, Arab Rep.",World,All Products,Tariff,Duty Free Imports (US$ Thousand),       31524453.08,       47916583.67,       39996023.20,       36785936.59,       42633214.54,       42805516.89,       31355819.24,       34986193.56,       32932686.77,       25191339.80,       16026504.97,       21265798.38,       14066346.87,        8134235.35,       15696093.59,        5557012.18,          22458.92,         953840.76,          20697.40,          20697.40,          20697.40,              0.00,              0.00,,           2003.52,,,,,,,
"Egypt, Arab Rep.",World,Animal,Export,Export(US$ Mil),            412.90,            401.03,            400.50,            402.61,            444.98,            489.02,            471.32,            449.62,            568.49,            567.64,            530.07,            405.45,             54.42,             45.80,             58.16,             42.92,             38.45,             21.92,             15.41,             15.08,             24.61,             16.77,             22.62,             21.77,             16.45,             25.21,,,,,,
"Egypt, Arab Rep.",World,Capital goods,Export,Export(US$ Mil),            509.35,            630.62,            632.34,            459.54,            412.32,            545.02,            498.03,            538.72,            542.96,            492.69,            576.49,            651.62,             53.71,             84.95,            114.92,             83.71,             57.36,             63.30,             50.85,             45.74,             32.82,             24.63,             47.74,             18.52,             17.87,             18.95,,,,,,
"Egypt, Arab Rep.",World,Chemicals,Export,Export(US$ Mil),           3474.18,           3951.39,           3256.22,           2537.56,           2118.03,           3103.49,           3549.37,           3529.97,           3732.99,           2875.90,           2682.80,           2442.60,            338.94,            346.65,            279.93,            228.33,            332.97,            262.88,            278.57,            293.91,            229.14,            258.73,            191.71,            163.82,            190.01,            153.03,,,,,,
"Egypt, Arab Rep.",World,Consumer goods,Export,Export(US$ Mil),          14772.83,          13483.27,          11296.12,           9581.12,          10266.77,          12115.26,          13201.39,          13685.14,          14088.99,          12805.43,          11892.18,          14435.84,           8981.09,           7961.72,           6243.75,           3977.63,           3149.42,           2271.42,           2231.12,           2871.09,            924.91,            957.06,            916.59,            762.12,            715.73,            698.05,,,,,,
"Egypt, Arab Rep.",World,Food Products,Export,Export(US$ Mil),           1503.83,           1477.03,           1460.44,           1580.48,           1349.51,           1337.30,           1398.87,           1221.44,           1328.33,           1273.33,            804.75,            520.77,            225.29,            169.61,            167.50,            118.56,             97.02,             73.69,             67.04,             57.36,             34.50,             31.85,             47.05,             51.54,             50.12,             44.29,,,,,,
"Egypt, Arab Rep.",World,Footwear,Export,Export(US$ Mil),              4.28,              4.82,              5.58,              5.69,              9.29,             12.27,             11.03,              9.56,             18.90,             17.60,             17.22,              8.16,              1.60,              0.82,              1.54,              1.07,              1.27,              1.33,              1.33,             11.42,              3.19,              5.97,              7.85,             12.05,             10.70,             12.44,,,,,,
"Egypt, Arab Rep.",World,Fuels,Export,Export(US$ Mil),           8114.93,           7242.90,           5116.44,           3165.08,           3930.66,           6270.33,           7558.21,           8871.96,           9241.96,           7593.94,           6935.18,          11604.66,           8489.60,           7642.54,           5484.58,           3322.60,           2666.41,           1576.83,           1678.85,           1967.40,           1292.57,            943.69,           1772.95,           1682.46,           1283.26,           1361.55,,,,,,
"Egypt, Arab Rep.",World,Hides and Skins,Export,Export(US$ Mil),             75.72,            101.18,            114.24,            121.26,            157.86,            198.03,            172.39,            111.69,            148.74,            165.19,            110.59,             59.45,             39.27,             30.66,             29.14,             28.53,             27.71,             26.97,             25.24,             22.10,             12.94,             17.28,             19.84,             10.81,             10.05,             15.84,,,,,,
"Egypt, Arab Rep.",World,Intermediate goods,Export,Export(US$ Mil),           9830.53,          10030.08,           9163.29,           7939.05,           5969.22,           7852.53,           8608.93,           8981.25,          10431.84,           8141.86,           6721.14,           6278.71,           2505.56,           2487.97,           1843.74,           1764.72,           1530.59,            952.48,            870.65,            888.53,            700.82,            819.77,            978.09,            789.90,           1074.95,           1038.64,,,,,,
"Egypt, Arab Rep.",World,Mach and Elec,Export,Export(US$ Mil),           1838.15,           1687.70,           1909.38,           1695.62,           1882.72,           2202.33,           1394.83,           1372.07,           1414.06,           1018.54,            886.42,           1067.37,             48.80,             76.19,             81.15,             73.70,             51.38,             60.19,             48.33,             44.40,             27.42,             21.65,             19.04,             13.19,             18.75,             15.29,,,,,,
