Reporter,Partner,Product categories,Indicator Type,Indicator,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988
,Unspecified,All Products,Import,Partner share(%)-Top 5 Import Partner,,,,,,,,,,,,,,      5.34,,,,,,,,,,,,,,,,,,
,World,All Products,Trade Indicator,Country Growth (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,World,All Products,Tariff,Duty Free Tariff Lines Share (%),     45.93,     53.09,     49.90,     38.05,     44.88,     48.02,     37.12,     39.37,     37.61,     36.75,     39.04,     35.68,     33.86,     29.96,     24.10,     24.08,     12.44,     12.96,     11.80,     10.61,      7.48,      9.24,      7.93,      6.51,     11.60,      9.24,      7.45,      9.64,     11.94,     10.82,      1.67,
,World,Animal,Export,Export Product share(%),      4.69,      4.24,      4.33,      4.37,      4.23,      4.31,      3.56,      3.28,      3.28,      3.40,      3.86,      3.51,      3.58,      3.22,      3.47,      3.49,      3.27,      3.00,      3.00,      2.71,      3.18,      3.45,      3.38,      3.39,      3.73,      3.77,      3.87,      3.07,      3.63,      2.82,      2.05,
,World,Capital goods,Export,Export Product share(%),     26.07,     25.27,     25.13,     26.43,     25.46,     22.38,     20.05,     18.93,     17.54,     18.99,     18.37,     18.27,     20.43,     20.36,     21.46,     23.00,     24.18,     25.27,     25.61,     25.20,     25.11,     22.79,     19.23,     17.49,     16.97,     17.34,     19.04,     18.43,     12.13,     13.08,     15.46,
,World,Chemicals,Export,Export Product share(%),      3.23,      3.36,      3.98,      4.26,      4.72,      4.55,      4.45,      4.51,      4.53,      4.47,      4.67,      4.34,      4.32,      3.98,      4.13,      4.33,      4.30,      4.33,      4.37,      4.15,      4.54,      4.77,      4.52,      4.53,      4.77,      4.50,      4.74,      4.75,      5.85,      5.04,      4.55,
,World,Consumer goods,Export,Export Product share(%),     21.82,     21.83,     22.88,     22.82,     23.74,     22.67,     22.88,     23.06,     20.48,     24.27,     26.62,     26.11,     26.81,     25.28,     27.79,     27.70,     27.68,     29.59,     30.99,     30.71,     28.10,     30.86,     28.02,     26.92,     26.42,     26.84,     27.79,     25.81,     20.22,     18.74,     19.53,
,World,Food Products,Export,Export Product share(%),      6.72,      6.95,      7.71,      8.24,      7.69,      7.52,      7.09,      6.83,      6.86,      7.21,      8.18,      6.33,      6.59,      6.01,      6.03,      6.33,      6.80,      6.78,      6.63,      5.59,      6.73,      7.42,      7.91,      8.42,      7.91,      7.93,      8.74,      8.21,      8.64,      9.90,     14.88,
,World,Footwear,Export,Export Product share(%),      0.22,      0.26,      0.38,      0.42,      0.43,      0.41,      0.37,      0.38,      0.37,      0.42,      0.47,      0.47,      0.56,      0.54,      0.51,      0.58,      0.63,      0.66,      0.67,      0.64,      0.69,      0.79,      0.88,      0.93,      0.97,      1.23,      1.95,      1.76,      1.88,      1.95,      3.71,
,World,Fuels,Export,Export Product share(%),      9.84,     10.71,      8.82,      7.04,      8.92,     13.99,     21.56,     22.95,     20.35,     20.32,     20.48,     23.63,     14.25,     21.85,     21.44,     18.10,     16.25,     14.90,     15.37,     17.72,     13.07,     10.21,     14.27,     16.58,     14.48,     15.14,     10.35,     12.35,     16.06,     15.72,      2.40,
,World,Hides and Skins,Export,Export Product share(%),      0.30,      0.37,      0.47,      0.55,      0.60,      0.64,      0.52,      0.46,      0.46,      0.50,      0.46,      0.56,      0.76,      0.68,      0.68,      0.77,      0.82,      0.83,      0.89,      0.87,      0.89,      1.01,      1.07,      1.09,      1.22,      1.26,      1.29,      0.74,      0.77,      0.66,      0.91,
,World,Intermediate goods,Export,Export Product share(%),     17.14,     18.37,     19.75,     20.47,     20.49,     20.50,     20.18,     21.06,     22.20,     22.31,     22.65,     21.66,     23.26,     21.42,     21.13,     21.90,     20.64,     19.45,     19.34,     18.90,     19.93,     21.62,     23.00,     24.47,     27.30,     25.59,     26.14,     26.53,     29.91,     33.00,     39.25,
,World,Mach and Elec,Export,Export Product share(%),     18.22,     17.86,     18.39,     19.09,     18.73,     16.94,     14.78,     14.60,     13.80,     15.89,     16.19,     15.94,     17.66,     17.78,     18.10,     19.55,     21.23,     22.56,     23.03,     23.38,     23.44,     21.16,     18.13,     16.95,     16.75,     17.26,     19.02,     18.37,      9.28,     10.36,     10.73,
,World,Metals,Export,Export Product share(%),      6.09,      6.55,      6.53,      6.29,      6.58,      6.87,      6.34,      6.79,      7.67,      8.10,      7.85,      8.78,     10.32,      9.79,      8.92,      8.87,      7.37,      7.36,      7.00,      7.20,      7.26,      8.07,      8.75,      8.96,     10.45,      9.66,     10.32,     12.24,     13.77,     15.91,     17.82,
,World,Minerals,Export,Export Product share(%),      7.42,      7.27,      7.29,      6.24,      5.98,      6.97,      7.05,      7.09,      8.11,      7.65,      5.71,      5.47,      6.59,      5.36,      4.67,      3.90,      2.80,      2.53,      2.56,      2.61,      2.75,      3.07,      3.01,      3.08,      3.47,      3.21,      3.44,      4.94,      6.10,      6.44,      7.29,
,World,Miscellaneous,Export,Export Product share(%),      5.63,      5.31,      5.05,      5.55,      5.31,      4.93,      3.91,      3.91,      5.92,      3.68,      4.23,      3.72,      5.54,      4.33,      4.10,      4.60,      5.17,      5.61,      5.12,      4.63,      4.03,      3.84,      4.78,      4.29,      2.90,      2.95,      3.36,      3.17,      1.98,      1.93,      1.99,
,World,Plastic or Rubber,Export,Export Product share(%),      2.40,      2.49,      2.61,      2.70,      2.67,      2.54,      2.23,      2.24,      2.20,      2.22,      2.30,      2.12,      2.53,      2.27,      2.42,      2.40,      2.37,      2.28,      2.29,      2.29,      2.30,      2.34,      2.23,      2.20,      2.44,      2.37,      2.58,      2.45,      2.07,      2.02,      2.48,
,World,Raw materials,Export,Export Product share(%),     30.06,     29.60,     28.43,     26.29,     26.37,     30.38,     35.75,     35.60,     36.20,     33.45,     31.10,     32.89,     27.08,     31.71,     28.85,     26.30,     26.27,     24.22,     22.67,     23.94,     23.06,     23.24,     26.73,     28.11,     27.38,     28.15,     24.97,     26.56,     34.63,     32.46,     22.54,
,World,Stone and Glass,Export,Export Product share(%),      3.54,      3.49,      3.80,      4.19,      3.84,      3.51,      3.58,      4.13,      4.00,      3.77,      3.67,      2.79,      2.96,      2.75,      2.47,      2.58,      2.65,      2.48,      2.09,      2.08,      2.42,      2.57,      2.30,      2.44,      2.63,      2.88,      2.43,      2.39,      2.41,      2.36,      1.27,
,World,Textiles and Clothing,Export,Export Product share(%),      2.03,      2.02,      2.17,      2.38,      2.45,      2.33,      2.10,      2.24,      2.09,      2.23,      2.50,      2.59,      3.13,      3.04,      3.82,      3.90,      4.51,      4.88,      4.40,      4.62,      5.05,      5.09,      4.86,      4.42,      4.44,      4.04,      4.10,      4.56,      4.22,      3.46,      4.96,
,World,Transportation,Export,Export Product share(%),     15.31,     14.96,     14.23,     14.22,     13.88,     11.93,     11.05,      9.66,      9.09,      9.30,      8.07,      8.84,     10.14,      9.39,      9.39,      9.77,     10.28,     11.37,     12.08,     11.69,     11.33,     11.77,      9.93,      9.33,      8.40,      8.09,      9.06,      8.61,      8.61,      8.36,      8.57,
,World,Vegetable,Export,Export Product share(%),     11.79,     11.39,     11.66,     11.83,     11.35,     10.23,      9.40,      9.02,      9.22,      8.53,      8.94,      8.55,      8.34,      6.53,      7.17,      7.90,      8.52,      7.56,      7.54,      6.89,      9.15,     11.33,     10.88,     10.21,     11.22,     12.00,     10.61,      8.23,     10.72,      8.75,     11.46,
,World,Wood,Export,Export Product share(%),      2.57,      2.78,      2.57,      2.63,      2.62,      2.33,      2.01,      1.91,      2.04,      2.31,      2.42,      2.36,      2.74,      2.48,      2.67,      2.95,      3.03,      2.87,      2.95,      2.93,      3.16,      3.10,      3.10,      3.20,      4.21,      3.71,      4.15,      4.17,      4.01,      4.32,      4.94,
,World,Capital goods,Import,Import Product share(%),     36.59,     35.57,     35.59,     37.28,     36.76,     34.91,     35.49,     35.34,     34.63,     36.34,     36.40,     34.75,     33.22,     35.54,     37.12,     37.20,     37.01,     38.08,     39.28,     38.90,     39.72,     39.42,     38.15,     36.74,     34.83,     34.90,     34.02,     32.82,     30.70,     31.66,     27.12,
,World,Consumer goods,Import,Import Product share(%),     31.01,     32.25,     33.21,     31.63,     31.61,     32.62,     32.75,     32.45,     32.41,     31.67,     30.57,     30.41,     30.03,     28.88,     29.93,     28.62,     29.69,     29.77,     29.83,     28.50,     26.58,     26.66,     25.95,     25.04,     25.60,     25.85,     24.87,     23.18,     19.23,     17.89,      8.89,
,World,Intermediate goods,Import,Import Product share(%),     21.93,     21.85,     21.27,     21.51,     21.87,     21.57,     21.99,     22.75,     22.97,     22.89,     22.90,     23.62,     22.28,     21.47,     23.24,     23.93,     23.31,     22.26,     21.92,     21.56,     22.41,     22.85,     23.09,     24.19,     25.65,     23.75,     23.87,     23.70,     25.88,     25.33,     29.39,
,World,Raw materials,Import,Import Product share(%),      6.46,      6.71,      6.13,      5.81,      6.31,      7.84,      8.37,      8.04,      8.85,      8.17,      8.71,     10.16,      8.83,      8.33,      8.78,      8.89,      8.61,      7.88,      7.53,      7.50,      7.17,      7.37,      8.48,     10.03,      8.49,      8.53,      9.05,     12.04,     15.22,     18.78,     32.82,
,World,All Products,Tariff,Maximum Rate (%),   3000.00,   3000.00,   3000.00,   3000.00,   1080.41,    167.80,    845.23,    871.30,    908.05,    997.16,    542.27,    615.13,   1199.52,    659.65,    731.99,   1767.53,   1774.88,   1790.93,    774.23,   2024.58,   2290.74,    260.00,    262.00,   2674.58,    100.00,     40.00,     80.00,   3000.00,    385.28,    105.00,     85.00,
,World,All Products,Tariff,Simple Average (%),      7.12,      6.70,      6.98,      8.89,      7.71,      7.40,      8.37,      8.07,      8.39,      8.87,      7.84,      8.00,      8.59,      8.98,      9.34,      9.66,     11.19,     11.44,     11.77,     12.71,     13.12,     12.23,     12.26,     13.26,     11.96,     11.86,     13.37,     14.66,     16.78,     33.50,     42.92,
,World,All Products,Tariff,Weighted Average (%),      5.13,      3.27,      3.52,      5.77,      5.36,      4.05,      6.23,      5.56,      5.65,      5.98,      4.41,      4.44,      5.00,      4.74,      5.28,      5.22,     12.26,      7.26,     12.36,     12.95,      9.13,     13.05,     12.64,     13.18,      9.52,     12.23,     12.47,     13.64,     13.21,     18.95,     31.92,
,World,Capital goods,Tariff,Weighted Average (%),      5.45,      2.65,      2.84,      4.00,      3.75,      3.64,      4.79,      4.06,      4.19,      4.28,      3.78,      4.17,      4.66,      4.05,      4.34,      4.53,     10.41,      5.88,     10.71,     11.80,      7.94,     11.67,     11.65,     11.97,      9.45,     14.74,     14.71,     14.91,     16.87,     32.37,     40.46,
,World,Consumer goods,Tariff,Weighted Average (%),      7.12,      5.40,      5.72,      9.25,      8.40,      5.90,      8.88,      7.30,      7.49,      8.23,      6.31,      5.85,      6.88,      6.67,      7.77,      7.36,     15.13,      9.61,     15.55,     15.84,     11.34,     16.55,     16.60,     17.05,     12.03,     15.23,     13.04,     17.83,     16.45,     29.39,     40.22,
,World,Intermediate goods,Tariff,Weighted Average (%),      3.94,      2.56,      2.77,      4.50,      4.33,      3.43,      5.43,      5.15,      5.05,      5.38,      3.76,      4.15,      4.14,      4.13,      4.55,      4.64,     11.01,      6.72,     11.05,     11.42,      8.22,     11.01,     10.33,     10.45,      8.08,      8.55,     10.09,     10.92,     11.52,     20.16,     30.08,
,World,Raw materials,Tariff,Weighted Average (%),      1.24,      1.33,      1.46,      7.78,      6.49,      1.50,      6.77,      6.86,      5.98,      6.19,      1.99,      1.79,      2.23,      2.48,      2.84,      2.83,     13.50,      6.53,     12.13,     12.20,      9.29,     12.94,     10.03,     12.99,      5.97,      7.57,      9.96,      8.78,      4.67,      2.57,     14.11,
,World,All Products,Trade Indicator,World Growth (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
