Reporter,Partner,Product categories,Indicator Type,Indicator,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988
Rwanda,World,Consumer goods,Export,Export(US$ Mil),            478.59,            401.17,            357.14,            275.02,            249.28,            225.03,            228.71,            132.42,            110.33,             56.81,            101.81,            168.71,             43.09,             34.56,             34.82,             22.49,             17.79,              5.27,            144.73,,             15.35,             23.64,             16.97,              1.69,,,,,,,,
Rwanda,World,Food Products,Export,Export(US$ Mil),            116.06,             58.45,             57.12,             22.15,             34.52,             18.82,             45.77,              1.68,              7.74,              6.13,              3.43,             31.79,              1.92,              0.26,              0.40,              0.53,              0.35,              0.34,              0.14,,              0.13,              0.29,              0.36,              0.03,,,,,,,,
Rwanda,World,Footwear,Export,Export(US$ Mil),              5.31,              3.64,              3.22,              3.79,              1.70,              1.10,              1.54,              0.46,              1.82,              1.72,              1.50,              1.02,              0.64,              0.06,              0.01,              0.01,              0.05,              0.06,              0.03,,              0.00,,,,,,,,,,,
Rwanda,World,Fuels,Export,Export(US$ Mil),            150.13,            131.70,            136.62,            111.51,             89.82,            100.79,             72.60,             23.53,             20.18,              1.72,              0.55,              1.20,              1.03,              2.63,              5.02,              3.89,              3.43,              2.53,            126.34,,              0.00,,              0.07,              0.02,,,,,,,,
Rwanda,World,Hides and Skins,Export,Export(US$ Mil),              5.12,              5.00,              8.95,              9.46,             10.62,             14.48,             16.10,             11.79,              7.63,              3.90,              2.05,              3.01,              3.57,              1.96,              4.87,              3.16,              3.30,              2.34,              0.78,,              0.51,              2.11,              4.47,              0.93,,,,,,,,
Rwanda,World,Intermediate goods,Export,Export(US$ Mil),            413.64,            243.60,            263.57,            146.09,            106.68,             79.91,             49.94,             11.53,             18.59,             10.00,             10.07,             10.90,              4.40,              2.61,              2.39,              3.05,              1.16,              1.29,              1.46,,              4.14,              2.34,              1.49,              0.24,,,,,,,,
Rwanda,World,Mach and Elec,Export,Export(US$ Mil),             23.53,             23.52,              9.20,             11.77,             15.60,             11.90,             11.30,              3.38,              4.32,              5.28,             12.95,              4.99,              5.99,              2.28,              7.39,              1.87,              1.85,              1.63,              0.78,,              0.01,              0.04,              0.01,              0.02,,,,,,,,
Rwanda,World,Metals,Export,Export(US$ Mil),             21.80,             20.08,             12.76,              7.52,              5.38,             16.50,             28.11,              8.60,              3.77,              3.22,              6.75,              3.24,              2.56,              0.46,              0.55,              0.76,              0.30,              0.17,              0.36,,              0.96,              0.90,              0.41,              0.00,,,,,,,,
Rwanda,World,Minerals,Export,Export(US$ Mil),            117.27,            210.99,            205.34,             93.67,            126.24,            207.94,            226.64,            136.40,            165.79,             99.21,             68.51,            136.31,             83.97,             46.86,             59.85,             31.54,             11.71,             16.34,             20.99,,              6.38,              3.40,              3.46,              1.21,,,,,,,,
Rwanda,World,Miscellaneous,Export,Export(US$ Mil),             11.21,             10.73,              4.92,              5.91,             18.84,              7.34,              6.37,              4.34,              2.23,              1.90,             15.26,              3.78,              1.89,              1.82,              1.11,              0.88,              0.40,             26.36,              0.11,,              0.05,              3.31,             12.13,              0.45,,,,,,,,
Rwanda,World,Plastic or Rubber,Export,Export(US$ Mil),              4.69,              4.10,              2.58,              1.67,              2.14,              2.74,              4.95,              2.63,              1.74,              0.99,              0.73,              1.56,              0.67,              0.37,              0.21,              0.05,              0.03,              0.11,              0.12,,              0.06,              0.01,              0.06,              0.05,,,,,,,,
