Reporter,Partner,Product categories,Indicator Type,Indicator,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988
Sudan,World,Plastic or Rubber,Export,Export(US$ Mil),,              3.78,              3.60,              2.50,              3.09,              3.67,,              1.33,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,World,Raw materials,Export,Export(US$ Mil),,           2415.89,           2339.93,           2053.18,           4612.63,           4166.76,,            432.87,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,World,Stone and Glass,Export,Export(US$ Mil),,            911.47,           1553.55,           1105.87,            685.89,           1506.03,,           1837.31,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,World,Textiles and Clothing,Export,Export(US$ Mil),,            158.79,            138.92,             81.70,             39.69,             34.97,,             21.08,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,World,Transportation,Export,Export(US$ Mil),,             48.55,,              0.36,              1.70,              5.53,,              4.31,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,World,Vegetable,Export,Export(US$ Mil),,           1037.60,            927.36,           1158.62,            941.49,            666.46,,            319.40,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,World,Wood,Export,Export(US$ Mil),,              3.87,             12.56,              1.67,            101.29,              1.48,,              3.09,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,World,All Products,Export,Exports (in US$ Mil),,           3619.25,           4240.64,           3993.49,           5587.52,           6204.79,,           2449.24,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,World,Capital goods,Import,Import(US$ Mil),,           2433.29,           2812.47,           2224.59,           2212.48,           2240.71,,           1760.36,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,World,Consumer goods,Import,Import(US$ Mil),,           4311.56,           4133.31,           3607.74,           3831.68,           4304.48,,           2598.46,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,World,Intermediate goods,Import,Import(US$ Mil),,           1724.60,           2371.00,           2103.47,           2070.79,           1770.27,,           1389.70,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,World,Raw materials,Import,Import(US$ Mil),,           2009.60,            954.49,           2338.04,            281.57,           1391.52,,            421.63,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,World,All Products,Import,Imports (in US$ Mil),,          10483.74,          10276.86,          10275.54,           8413.44,           9711.72,,           6602.47,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,...,...,Trade Indicator,HH Market concentration index,,      0.14,      0.28,      0.29,      0.20,      0.21,,      0.32,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,...,...,Trade Indicator,Index of export market penetration,,      1.59,      1.62,      1.60,      1.56,      1.62,,      1.52,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,Canada,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,      3.52,,,,,,,,,,,,,,,,,,,,,,,,
