Reporter,Partner,Product categories,Indicator Type,Indicator,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988
,United States,All Products,Import,Partner share(%)-Top 5 Import Partner,      5.88,      5.55,      5.68,      5.96,      5.99,      5.39,      5.28,      5.41,,      5.19,      5.52,      5.11,,      5.34,      5.40,      5.68,      6.12,      6.97,      7.78,      8.07,      7.65,      7.99,      7.91,      7.19,      7.18,      7.44,      8.03,      6.89,      6.78,      6.72,      7.34,
,World,All Products,Trade Indicator,Country Growth (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,World,All Products,Tariff,Duty Free Tariff Lines Share (%),     56.35,     56.85,     55.64,     56.75,     54.19,     51.62,     58.23,     58.15,     58.81,     52.98,     57.51,     55.43,     53.07,     55.23,     51.38,     54.12,     54.52,     43.44,     34.36,     49.08,     43.36,     46.43,     29.27,     32.10,     29.24,     12.04,     30.94,     10.86,      7.93,     25.94,     20.57,     60.11
,World,Animal,Export,Export Product share(%),      2.48,      2.39,      2.52,      2.52,      2.40,      2.48,      2.40,      2.28,      2.29,      2.31,      2.42,      2.03,      2.00,      1.98,      2.10,      2.12,      2.17,      2.14,      2.21,      2.19,      2.47,      2.49,      2.59,      2.76,      2.98,      3.19,      3.60,      3.91,      2.86,      2.62,      2.77,      2.07
,World,Capital goods,Export,Export Product share(%),     28.40,     27.87,     28.27,     28.71,     27.89,     26.77,     25.90,     25.96,     26.54,     27.07,     27.31,     27.71,     28.78,     29.71,     29.75,     30.17,     30.37,     31.17,     32.03,     32.18,     33.04,     33.93,     32.20,     31.54,     32.03,     31.56,     30.98,     30.71,     32.92,     32.53,     31.95,     33.86
,World,Chemicals,Export,Export Product share(%),     13.80,     13.16,     13.01,     13.25,     13.02,     12.34,     12.07,     12.25,     12.16,     12.79,     13.39,     11.32,     11.46,     11.52,     11.87,     11.85,     12.09,     11.98,     10.93,     10.16,     10.78,     10.24,      9.93,      9.73,      9.88,     10.07,     10.32,      9.88,      9.73,      9.57,      9.83,     10.85
,World,Consumer goods,Export,Export Product share(%),     36.93,     36.68,     37.01,     37.20,     37.68,     37.61,     36.78,     36.51,     36.20,     36.17,     37.11,     35.51,     35.25,     35.39,     35.62,     35.14,     35.89,     35.51,     34.26,     33.21,     33.51,     33.50,     33.21,     32.82,     32.72,     33.97,     32.37,     33.99,     33.32,     33.49,     32.42,     30.81
,World,Food Products,Export,Export Product share(%),      4.34,      4.25,      4.38,      4.43,      4.27,      4.13,      3.99,      3.85,      3.72,      3.80,      4.15,      3.43,      3.38,      3.34,      3.45,      3.52,      3.72,      3.71,      3.55,      3.42,      3.92,      3.98,      4.11,      4.33,      4.41,      4.63,      4.45,      4.24,      3.05,      2.93,      2.87,      2.25
,World,Footwear,Export,Export Product share(%),      0.85,      0.82,      0.83,      0.82,      0.76,      0.73,      0.67,      0.63,      0.65,      0.64,      0.68,      0.58,      0.60,      0.62,      0.65,      0.69,      0.75,      0.79,      0.80,      0.76,      0.85,      0.88,      0.92,      0.97,      0.97,      1.07,      0.69,      0.71,      0.79,      0.79,      0.76,      0.55
,World,Fuels,Export,Export Product share(%),      9.18,      9.82,      8.62,      7.43,      9.56,     12.85,     13.99,     14.74,     13.76,     11.79,     10.31,     12.97,     10.05,     10.60,      9.77,      7.70,      6.95,      6.61,      6.69,      7.21,      4.76,      4.23,      5.76,      5.85,      3.62,      3.97,      5.12,      2.85,      1.78,      1.90,      2.00,      1.19
,World,Hides and Skins,Export,Export Product share(%),      0.66,      0.63,      0.66,      0.66,      0.66,      0.64,      0.63,      0.59,      0.57,      0.54,      0.52,      0.50,      0.53,      0.55,      0.55,      0.59,      0.63,      0.67,      0.69,      0.64,      0.62,      0.69,      0.77,      0.81,      0.79,      0.86,      0.61,      0.67,      0.67,      0.75,      0.86,      0.68
,World,Intermediate goods,Export,Export Product share(%),     22.50,     22.79,     22.76,     22.56,     22.97,     22.49,     23.55,     23.17,     22.24,     21.96,     21.28,     21.85,     22.51,     22.00,     21.70,     21.79,     21.30,     21.28,     21.12,     21.35,     21.82,     22.32,     22.42,     22.83,     23.64,     23.57,     23.23,     24.41,     24.84,     25.58,     27.04,     28.40
,World,Mach and Elec,Export,Export Product share(%),     20.45,     20.17,     20.36,     20.54,     20.16,     19.68,     19.05,     19.29,     20.17,     20.88,     21.34,     21.45,     22.49,     23.49,     23.42,     23.42,     23.52,     24.37,     25.58,     26.00,     26.69,     27.36,     26.26,     25.62,     25.85,     25.26,     25.00,     24.34,     26.26,     26.00,     25.16,     27.36
,World,Metals,Export,Export Product share(%),      7.50,      8.10,      7.97,      7.39,      7.67,      7.94,      7.85,      8.42,      9.01,      8.78,      8.11,      9.92,     10.10,      9.54,      8.74,      8.54,      7.53,      7.35,      7.43,      7.59,      7.75,      8.28,      8.55,      8.47,      8.64,      8.28,      7.75,      8.04,      8.48,      8.89,      9.62,      9.23
,World,Minerals,Export,Export Product share(%),      0.59,      0.62,      0.61,      0.51,      0.53,      0.60,      0.61,      0.64,      0.65,      0.57,      0.49,      0.54,      0.50,      0.49,      0.47,      0.42,      0.39,      0.38,      0.38,      0.40,      0.44,      0.46,      0.49,      0.50,      0.47,      0.48,      0.53,      0.54,      0.46,      0.54,      0.60,      0.37
,World,Miscellaneous,Export,Export Product share(%),      9.11,      9.03,      8.94,      9.28,      8.82,      8.38,      8.20,      8.29,      9.13,     10.07,     10.64,      9.84,      9.93,      9.26,      9.36,     10.31,     10.36,      9.93,     10.64,     10.80,      8.40,      8.01,      8.35,      8.80,      8.75,      8.61,     10.15,      9.45,      9.87,      9.66,      9.21,      9.97
,World,Plastic or Rubber,Export,Export Product share(%),      4.59,      4.73,      4.85,      4.76,      4.69,      4.64,      4.55,      4.48,      4.66,      4.60,      4.48,      4.28,      4.67,      4.59,      4.62,      4.54,      4.49,      4.38,      4.32,      4.34,      4.62,      4.43,      4.40,      4.45,      4.80,      4.71,      4.43,      4.95,      4.79,      4.78,      4.80,      5.23
,World,Raw materials,Export,Export Product share(%),      8.51,      8.81,      8.33,      7.89,      8.23,      9.86,     10.30,     10.81,     10.60,      9.95,      9.05,      9.94,      8.65,      8.63,      8.55,      7.77,      7.39,      7.34,      7.21,      7.49,      6.72,      6.08,      7.04,      7.44,      6.73,      7.20,      7.85,      6.43,      5.22,      5.07,      5.47,      3.35
,World,Stone and Glass,Export,Export Product share(%),      4.14,      3.92,      4.10,      4.55,      4.65,      4.32,      5.77,      4.62,      3.08,      2.84,      2.64,      2.56,      2.68,      2.66,      2.68,      2.82,      2.86,      3.15,      2.98,      3.16,      3.15,      2.80,      2.71,      2.78,      2.93,      3.20,      2.69,      2.44,      2.94,      2.97,      2.98,      3.12
,World,Textiles and Clothing,Export,Export Product share(%),      3.44,      3.36,      3.42,      3.47,      3.34,      3.25,      3.06,      2.99,      3.11,      3.19,      3.46,      3.18,      3.46,      3.59,      3.90,      4.24,      4.59,      4.67,      4.70,      4.69,      5.28,      5.57,      5.80,      5.55,      5.83,      6.11,      5.33,      6.06,      6.34,      6.60,      6.44,      6.07
,World,Transportation,Export,Export Product share(%),     13.31,     13.21,     13.81,     14.30,     13.53,     12.26,     11.45,     11.27,     11.39,     11.47,     11.26,     11.78,     12.54,     12.32,     12.73,     13.36,     13.68,     13.62,     12.99,     12.50,     13.56,     13.43,     12.22,     12.13,     12.21,     12.28,     11.83,     13.19,     14.53,     14.42,     14.32,     14.22
,World,Vegetable,Export,Export Product share(%),      2.72,      2.83,      2.96,      3.05,      2.94,      2.82,      2.82,      2.77,      2.61,      2.51,      2.72,      2.42,      2.15,      1.99,      2.06,      2.07,      2.26,      2.20,      2.07,      2.02,      2.47,      2.52,      2.58,      2.76,      2.85,      2.94,      2.79,      3.36,      2.47,      2.39,      2.49,      1.15
,World,Wood,Export,Export Product share(%),      2.84,      2.96,      2.96,      3.03,      2.97,      2.96,      2.88,      2.88,      3.03,      3.24,      3.38,      3.19,      3.47,      3.47,      3.63,      3.82,      4.03,      4.06,      4.02,      4.13,      4.24,      4.40,      4.36,      4.49,      5.03,      4.74,      4.71,      5.37,      4.98,      5.18,      5.28,      5.70
,World,Capital goods,Import,Import Product share(%),     28.36,     27.93,     28.52,     28.70,     27.71,     26.35,     25.38,     25.09,     25.64,     26.36,     25.39,     26.37,     27.32,     28.05,     28.53,     28.99,     29.03,     29.59,     30.86,     31.52,     32.19,     31.92,     29.71,     28.81,     28.50,     27.86,     28.23,     27.19,     27.39,     26.83,     26.65,     24.57
,World,Consumer goods,Import,Import Product share(%),     35.85,     35.63,     35.62,     36.12,     36.35,     36.01,     35.62,     34.94,     35.42,     35.61,     37.17,     34.47,     34.12,     34.30,     34.89,     34.51,     35.31,     35.10,     33.14,     31.29,     32.23,     32.34,     31.70,     31.93,     31.55,     32.89,     33.93,     34.69,     34.71,     32.20,     29.99,     33.09
,World,Intermediate goods,Import,Import Product share(%),     22.57,     22.59,     22.78,     23.02,     22.79,     22.41,     22.85,     22.45,     21.81,     21.20,     20.26,     21.47,     22.18,     21.47,     21.02,     21.14,     20.98,     21.24,     21.22,     20.64,     21.41,     22.50,     22.39,     22.70,     24.81,     23.97,     21.63,     22.44,     22.42,     24.39,     25.88,     25.85
,World,Raw materials,Import,Import Product share(%),     10.43,     10.93,     10.42,      9.65,     10.62,     12.69,     13.54,     14.16,     13.77,     12.66,     11.65,     13.24,     11.88,     12.30,     12.11,     10.84,     10.43,     10.46,     10.47,     11.04,      9.93,      9.81,     11.32,     11.97,     11.61,     12.40,     12.45,     13.00,     12.94,     13.99,     14.71,     13.14
,World,All Products,Tariff,Maximum Rate (%),   3000.00,   3000.00,   3000.00,   2622.63,   2771.80,   3000.00,   3000.00,   3000.00,   3000.00,   3000.00,   3000.00,   3000.00,   3000.00,   3000.00,   3000.00,   3000.00,   3000.00,   3000.00,   3000.00,   3000.00,   3000.00,   3000.00,   3000.00,   3000.00,   3000.00,    416.94,   1572.69,    100.00,    500.00,   3000.00,     25.00,    256.64
,World,All Products,Tariff,Simple Average (%),      3.76,      3.02,      3.09,      3.20,      3.45,      3.80,      3.67,      3.59,      3.47,      3.67,      3.66,      3.86,      4.09,      3.77,      4.58,      3.97,      3.81,      5.21,      6.03,      4.56,      5.99,      5.79,      7.91,      7.47,      8.11,     11.11,      6.70,     11.46,     13.25,     10.15,      5.36,      4.40
,World,All Products,Tariff,Weighted Average (%),      2.69,      2.01,      2.19,      2.19,      2.15,      2.43,      2.21,      2.11,      2.21,      2.40,      2.34,      2.40,      2.68,      2.32,      2.88,      2.34,      2.60,      3.17,      3.70,      2.61,      3.96,      4.07,      5.97,      6.69,      9.97,      9.21,      6.59,      9.61,      9.99,     10.81,      4.31,      2.24
,World,Capital goods,Tariff,Weighted Average (%),      0.95,      0.92,      0.97,      0.85,      0.99,      1.31,      1.14,      1.43,      1.26,      1.26,      1.10,      1.28,      1.44,      1.02,      1.32,      0.91,      0.94,      1.63,      1.48,      1.02,      1.72,      1.59,      3.66,      3.58,      3.74,      6.61,      3.29,      8.57,     10.86,      3.61,      3.77,      1.81
,World,Consumer goods,Tariff,Weighted Average (%),      5.30,      3.31,      3.46,      3.31,      3.31,      3.68,      3.18,      3.12,      3.08,      3.61,      3.31,      3.86,      4.22,      3.71,      4.52,      3.51,      3.90,      4.67,      5.40,      4.29,      4.76,      5.21,      7.66,      9.00,     16.16,     11.80,      9.47,     14.46,     14.20,     18.46,      6.08,      3.54
,World,Intermediate goods,Tariff,Weighted Average (%),      1.60,      1.59,      1.61,      1.62,      1.68,      2.00,      1.81,      1.50,      1.89,      2.09,      1.98,      1.93,      2.06,      2.13,      2.56,      2.29,      2.25,      2.61,      3.66,      2.26,      3.36,      3.35,      4.72,      4.43,      6.24,     10.88,      4.44,      8.95,      8.85,      6.34,      4.04,      1.28
,World,Raw materials,Tariff,Weighted Average (%),      1.51,      1.45,      1.85,      1.98,      1.39,      1.60,      1.61,      1.48,      2.18,      2.06,      2.52,      1.91,      2.41,      2.05,      2.86,      2.78,      3.51,      3.83,      5.08,      3.41,     10.76,     10.69,      9.31,     12.83,     15.56,      5.64,     10.86,      3.51,      4.09,     11.01,      0.57,      1.34
,World,All Products,Trade Indicator,World Growth (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
