Reporter,Partner,Product categories,Indicator Type,Indicator,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988
,World,All Products,Tariff,Duty Free Tariff Lines Share (%),     42.03,     42.33,     51.41,     38.93,     36.67,     34.31,     32.79,     30.24,     29.22,     26.92,     26.73,     25.23,     28.98,     28.08,     28.02,     27.38,     18.33,     19.56,     21.05,     22.52,     21.80,     11.14,     18.62,     16.07,      8.34,      4.57,     18.13,      0.47,     24.87,     20.54,,
,World,Animal,Export,Export Product share(%),      1.74,      1.55,      1.68,      1.80,      1.51,      1.30,      1.20,      1.30,      1.05,      1.43,      1.71,      1.41,      1.34,      1.51,      2.76,      3.05,      2.51,      2.73,      2.62,      2.13,      1.52,      1.82,      1.62,      1.44,      1.61,      1.53,      1.22,      1.57,      7.19,      6.39,,
,World,Capital goods,Export,Export Product share(%),      6.68,      6.42,      6.85,      9.02,      9.79,      7.34,      6.81,      5.32,      5.28,      5.92,      5.95,      7.15,      6.02,      6.50,      9.32,      8.54,      6.61,      7.39,      5.82,      4.88,      6.76,      7.92,      6.99,      5.46,      5.80,      5.79,      5.18,      6.27,      1.64,      2.21,,
,World,Chemicals,Export,Export Product share(%),      5.33,      6.13,      4.82,      4.17,      3.87,      3.05,      2.61,      2.23,      2.38,      2.59,      2.57,      3.20,      2.51,      3.05,      5.21,      5.15,      3.63,      4.52,      3.49,      3.11,      3.93,      4.93,      4.55,      4.42,      4.80,      4.43,      3.57,      5.14,      1.13,      0.71,,
,World,Consumer goods,Export,Export Product share(%),     17.07,     15.02,     16.11,     16.28,     16.94,     15.59,     11.82,     13.75,     14.62,     15.39,     12.38,     11.78,     10.01,     16.46,     23.07,     24.07,     19.22,     18.79,     18.35,     15.86,     13.18,     15.83,     12.49,      9.60,     11.49,      9.88,      9.58,     11.50,     19.46,     23.40,,
,World,Food Products,Export,Export Product share(%),      7.28,      5.94,      6.72,      7.45,      7.72,      5.56,      5.52,      5.09,      4.38,      5.14,      6.41,      4.72,      4.30,      5.17,      8.23,      9.67,      8.19,      8.67,      7.74,      6.10,      8.12,     11.06,      9.41,     10.27,      9.91,      4.63,      3.33,      3.33,     52.46,     48.29,,
,World,Footwear,Export,Export Product share(%),      0.22,      0.16,      0.19,      0.21,      0.20,      0.19,      0.20,      0.14,      0.13,      0.24,      0.14,      0.10,      0.10,      0.11,      0.12,      0.18,      0.16,      0.18,      0.19,      0.17,      0.18,      0.22,      0.19,      0.17,      0.17,      0.10,      0.09,      0.10,      0.43,      0.06,,
,World,Fuels,Export,Export Product share(%),     28.96,     39.34,     35.73,     30.19,     34.99,     49.08,     48.45,     53.43,     53.02,     50.74,     50.54,     45.97,     50.90,     46.55,     18.06,     14.14,     35.95,     35.71,     36.78,     43.05,     36.56,     24.54,     29.49,     32.64,     10.29,     13.26,     16.53,      7.17,      0.19,      0.23,,
,World,Hides and Skins,Export,Export Product share(%),      0.18,      0.22,      0.26,      0.30,      0.36,      0.41,      0.53,      0.44,      0.36,      1.16,      0.39,      0.49,      0.38,      0.31,      0.47,      0.49,      0.36,      0.53,      0.57,      0.54,      0.52,      0.68,      0.75,      0.61,      0.99,      0.74,      0.60,      0.77,      0.40,      0.44,,
,World,Intermediate goods,Export,Export Product share(%),     32.44,     27.71,     28.05,     28.30,     25.21,     20.16,     20.33,     18.65,     19.69,     20.41,     18.85,     21.80,     21.18,     23.75,     33.67,     31.95,     22.45,     21.57,     24.18,     17.40,     24.30,     21.40,     19.96,     24.92,     28.57,     21.44,     20.56,     24.03,     11.82,     13.06,,
,World,Mach and Elec,Export,Export Product share(%),      3.49,      3.08,      3.16,      3.96,      4.04,      3.38,      3.17,      2.85,      2.86,      3.30,      3.24,      4.01,      3.80,      3.96,      5.59,      5.52,      4.09,      4.34,      4.26,      3.34,      4.20,      4.85,      3.81,      3.35,      3.47,      3.19,      2.97,      3.40,      1.31,      1.24,,
,World,Metals,Export,Export Product share(%),     12.00,      9.82,      9.51,      9.30,      9.06,      6.99,      6.67,      5.68,      6.37,      7.64,      6.49,      9.07,      9.32,      9.26,     13.45,     13.96,      8.62,      8.65,      7.69,      7.38,      8.79,      7.19,      7.41,      9.99,     13.06,      9.81,     10.21,     11.81,      0.22,      0.22,,
,World,Minerals,Export,Export Product share(%),      8.22,      5.90,      6.18,      5.84,      5.44,      5.16,      5.82,      4.63,      4.87,      4.88,      4.43,      5.34,      3.88,      3.34,      4.85,      4.74,      2.64,      3.64,      3.36,      2.93,      3.71,      4.94,      3.87,      3.91,      4.69,      3.03,      3.71,      4.73,      2.64,      3.19,,
,World,Miscellaneous,Export,Export Product share(%),      0.77,      0.89,      0.87,      1.23,      1.10,      0.75,      0.80,      0.87,      1.03,      1.00,      1.48,      1.19,      1.19,      1.27,      1.53,      3.24,      2.80,      2.21,      1.42,      5.46,      1.71,      7.48,      6.58,      4.60,     19.38,     30.53,     31.38,     40.00,      1.05,      1.15,,
,World,Plastic or Rubber,Export,Export Product share(%),      1.57,      1.21,      1.43,      1.45,      1.31,      1.12,      1.82,      3.43,      2.91,      1.38,      1.14,      1.43,      0.99,      1.09,      1.55,      1.53,      1.19,      1.19,      1.09,      0.98,      1.26,      1.98,      1.39,      1.61,      1.48,      0.84,      0.78,      1.20,      0.27,      0.36,,
,World,Raw materials,Export,Export Product share(%),     43.64,     50.62,     48.66,     45.93,     47.66,     56.72,     60.80,     61.90,     59.69,     57.98,     61.97,     58.69,     62.09,     52.75,     33.45,     31.06,     49.70,     51.08,     51.15,     56.96,     53.01,     48.15,     53.98,     53.50,     33.48,     33.21,     34.22,     18.35,     66.45,     60.88,,
,World,Stone and Glass,Export,Export Product share(%),     14.39,     11.76,     13.09,     15.77,     12.45,     10.75,     11.11,     10.63,     10.98,      9.05,      8.65,      9.17,      9.91,     11.03,     16.26,     14.63,     10.93,      8.82,     13.27,      8.19,      8.71,      5.23,      8.54,      8.55,      7.50,     10.04,     11.53,      3.91,      0.62,      0.62,,
,World,Textiles and Clothing,Export,Export Product share(%),      2.01,      1.59,      2.18,      2.34,      2.06,      1.85,      1.67,      1.62,      1.52,      1.71,      2.00,      2.14,      2.04,      2.31,      4.35,      6.82,      5.37,      5.23,      4.67,      4.70,      5.30,      6.66,      5.82,      5.30,      5.91,      4.60,      4.92,      3.05,      7.67,      5.64,,
,World,Transportation,Export,Export Product share(%),      7.05,      5.52,      5.82,      7.33,      8.34,      5.26,      4.71,      3.46,      3.67,      4.08,      4.17,      5.15,      3.56,      4.27,      6.74,      6.13,      5.15,      5.52,      3.86,      3.07,      4.32,      3.96,      3.68,      2.38,      2.85,      2.84,      2.82,      3.62,      0.75,      1.19,,
,World,Vegetable,Export,Export Product share(%),      5.47,      5.55,      6.61,      6.82,      5.93,      3.86,      4.43,      3.19,      3.16,      4.02,      4.42,      4.16,      3.48,      4.45,      6.55,      6.64,      5.29,      4.94,      5.39,      5.30,      7.49,     10.15,      8.41,      5.94,      8.62,      6.27,      3.29,      6.62,     22.93,     29.37,,
,World,Wood,Export,Export Product share(%),      1.30,      1.34,      1.75,      1.82,      1.61,      1.28,      1.30,      1.01,      1.31,      1.62,      2.21,      2.45,      2.31,      2.31,      4.28,      4.10,      3.13,      3.14,      3.59,      3.58,      3.68,      4.30,      4.47,      4.82,      5.28,      4.16,      3.05,      3.60,      0.74,      0.90,,
,World,Capital goods,Import,Import Product share(%),     27.50,     26.32,     26.01,     29.36,     29.15,     28.02,     28.65,     28.58,     28.06,     30.26,     30.79,     30.15,     31.15,     30.09,     28.92,     27.89,     29.49,     28.31,     27.58,     27.52,     30.30,     31.04,     29.25,     30.78,     34.25,     39.92,     37.39,     36.96,     31.52,     29.92,,
,World,Consumer goods,Import,Import Product share(%),     37.46,     38.42,     38.35,     36.41,     36.84,     36.08,     37.01,     35.52,     36.35,     35.34,     35.06,     30.10,     31.45,     31.23,     31.86,     30.25,     32.02,     31.29,     31.85,     30.77,     28.26,     26.69,     23.52,     24.39,     24.33,     23.18,     23.91,     19.62,     30.36,     35.13,,
,World,Intermediate goods,Import,Import Product share(%),     20.53,     21.34,     21.83,     20.69,     20.03,     19.84,     19.65,     19.80,     20.07,     20.35,     20.32,     20.86,     21.42,     20.56,     19.65,     19.65,     21.58,     23.46,     22.94,     23.11,     23.94,     23.74,     22.69,     23.44,     24.48,     23.92,     24.05,     23.70,     31.10,     28.61,,
,World,Raw materials,Import,Import Product share(%),     11.22,     11.16,     10.59,     10.25,     10.15,     12.94,     12.59,     13.60,     13.44,     11.68,     11.72,     14.41,     12.72,     14.20,     14.06,     13.67,     12.57,     12.46,     13.43,     14.23,     12.39,     11.20,     13.20,     12.39,     11.93,      6.07,      6.97,      7.19,      6.16,      5.79,,
,World,All Products,Tariff,Maximum Rate (%),   3000.00,   1482.37,    366.24,   3000.00,    824.53,    414.88,   3000.00,   3000.00,   3000.00,   5000.00,    652.95,   1464.86,   3000.00,   3000.00,   3000.00,   2298.16,    431.35,   2051.09,   1924.48,   3000.00,   1054.99,    600.00,    499.82,   1607.50,   3000.00,     80.00,    498.59,    115.00,    300.72,    394.98,,
,World,All Products,Tariff,Simple Average (%),     10.44,      9.66,      7.74,      9.83,     10.43,     10.43,     10.83,     11.42,     11.39,     11.68,     11.61,     12.03,     12.28,     11.91,     12.27,     12.86,     13.53,     14.46,     14.93,     15.70,     18.63,     20.33,     18.88,     19.42,     30.58,     23.41,     15.51,     28.13,     11.33,     16.47,,
,World,All Products,Tariff,Weighted Average (%),      6.81,      6.74,      5.70,      6.75,      6.98,      7.20,      6.80,      6.92,      7.20,      7.98,      7.84,      7.13,      7.01,      7.45,      7.66,      7.00,     10.42,     10.11,      9.71,      9.74,      9.73,     16.52,     10.20,     12.59,     45.15,     17.54,     12.48,     25.32,     11.32,     14.11,,
,World,Capital goods,Tariff,Weighted Average (%),      3.66,      4.56,      2.94,      4.18,      4.58,      5.40,      4.95,      5.33,      4.85,      5.45,      5.08,      4.55,      4.69,      4.86,      4.81,      4.55,      7.14,      7.69,      6.66,      5.74,      5.89,     13.19,      7.91,      9.39,     12.96,     17.95,      9.63,     16.46,      9.13,      9.43,,
,World,Consumer goods,Tariff,Weighted Average (%),     12.06,     10.98,      9.98,     11.13,     11.00,     11.80,     11.33,     11.40,     11.23,     11.96,     11.67,     11.54,     11.22,     12.11,     13.06,     12.49,     17.20,     15.81,     15.17,     18.45,     18.59,     24.50,     19.41,     21.73,     77.18,     19.51,     20.35,     35.68,     22.91,     25.13,,
,World,Intermediate goods,Tariff,Weighted Average (%),      4.77,      5.18,      4.16,      4.91,      5.51,      5.87,      5.68,      5.25,      5.74,      6.70,      7.21,      6.93,      5.97,      6.67,      6.69,      5.74,      9.18,      8.81,      8.81,      8.16,      8.39,     13.50,      8.48,     10.48,     36.25,     16.97,     11.57,     24.83,      7.86,     13.03,,
,World,Raw materials,Tariff,Weighted Average (%),      2.78,      2.62,      2.31,      2.82,      2.72,      2.66,      2.42,      2.44,      3.18,      4.10,      4.40,      3.05,      3.22,      3.79,      3.90,      2.78,      5.07,      4.28,      5.79,      3.92,      4.57,     11.27,      3.43,      5.91,     68.95,      8.91,      4.59,     32.03,      2.86,     12.70,,
,World,All Products,Trade Indicator,World Growth (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
